qid,bus_stop,coordinate_location,country,countryLabel,countryLabel,coordinate_location,country1,country_id
http://www.wikidata.org/entity/Q100766661,Greyhound Bus Station,Point(-122.676125294 45.527365684),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q1017241,Busbahnhof Marzahn,Point(13.5428 52.5429),http://www.wikidata.org/entity/Q183,Germany,Germany,Point(10.0 51.0),Deutschland,de
http://www.wikidata.org/entity/Q1017248,Retiro bus station,Point(-58.374444 -34.587222),http://www.wikidata.org/entity/Q414,Argentina,Argentina,Point(-64.0 -34.0),Argentina,ar
http://www.wikidata.org/entity/Q101893745,"Ikeda House, Liouguei District",Point(120.634638888 22.997944444),http://www.wikidata.org/entity/Q865,Taiwan,Taiwan,Point(121.0 24.0),臺灣,tw
http://www.wikidata.org/entity/Q102113156,Autobusové nádraží,Point(15.4560636 50.1630925),http://www.wikidata.org/entity/Q213,Czech Republic,Czech Republic,Point(16.0 50.0),Česko,cz
http://www.wikidata.org/entity/Q10276105,Estação Rodoviária Dr. Barbosa de Barros,Point(-47.071111111 -22.901669444),http://www.wikidata.org/entity/Q155,Brazil,Brazil,Point(-53.0 -14.0),Brasil,br
http://www.wikidata.org/entity/Q10276108,Rodoviária de Porto Alegre,Point(-51.21916667 -30.02277778),http://www.wikidata.org/entity/Q155,Brazil,Brazil,Point(-53.0 -14.0),Brasil,br
http://www.wikidata.org/entity/Q10276242,"Lapa bus station, Salvador",Point(-38.51138889 -12.98277778),http://www.wikidata.org/entity/Q155,Brazil,Brazil,Point(-53.0 -14.0),Brasil,br
http://www.wikidata.org/entity/Q103129622,"Holice, bus station",Point(15.9864808 50.0688744),http://www.wikidata.org/entity/Q213,Czech Republic,Czech Republic,Point(16.0 50.0),Česko,cz
http://www.wikidata.org/entity/Q10363685,Rodoferroviária de Curitiba,Point(-49.25722222 -25.43666667),http://www.wikidata.org/entity/Q155,Brazil,Brazil,Point(-53.0 -14.0),Brasil,br
http://www.wikidata.org/entity/Q10363803,Rodoviária Interestadual de Brasília,Point(-47.949583333 -15.830388888),http://www.wikidata.org/entity/Q155,Brazil,Brazil,Point(-53.0 -14.0),Brasil,br
http://www.wikidata.org/entity/Q10363806,Rodoviária do Plano Piloto,Point(-47.882611111 -15.793388888),http://www.wikidata.org/entity/Q155,Brazil,Brazil,Point(-53.0 -14.0),Brasil,br
http://www.wikidata.org/entity/Q10380625,Campinas Multimodal Terminal,Point(-47.0725 -22.90583333),http://www.wikidata.org/entity/Q155,Brazil,Brazil,Point(-53.0 -14.0),Brasil,br
http://www.wikidata.org/entity/Q10380646,Barbacena bus station,Point(-43.751777777 -21.211666666),http://www.wikidata.org/entity/Q155,Brazil,Brazil,Point(-53.0 -14.0),Brasil,br
http://www.wikidata.org/entity/Q10380647,Belo Horizonte Bus Terminus,Point(-43.94185556 -19.91396111),http://www.wikidata.org/entity/Q155,Brazil,Brazil,Point(-53.0 -14.0),Brasil,br
http://www.wikidata.org/entity/Q10380661,Estação Rodoviária Armando Viana de Castro,Point(-38.46583333 -12.9775),http://www.wikidata.org/entity/Q155,Brazil,Brazil,Point(-53.0 -14.0),Brasil,br
http://www.wikidata.org/entity/Q10380664,São Carlos Bus Terminal,Point(-47.889780555 -22.005458333),http://www.wikidata.org/entity/Q155,Brazil,Brazil,Point(-53.0 -14.0),Brasil,br
http://www.wikidata.org/entity/Q10380668,Novo Rio Bus Terminal,Point(-43.20897222 -22.89937222),http://www.wikidata.org/entity/Q155,Brazil,Brazil,Point(-53.0 -14.0),Brasil,br
http://www.wikidata.org/entity/Q10380680,Terminal Turístico Rodoviário de Guarulhos,Point(-46.496916666 -23.448555555),http://www.wikidata.org/entity/Q155,Brazil,Brazil,Point(-53.0 -14.0),Brasil,br
http://www.wikidata.org/entity/Q10380688,Feira de Santana bus station,Point(-38.9578648 -12.25925496),http://www.wikidata.org/entity/Q155,Brazil,Brazil,Point(-53.0 -14.0),Brasil,br
http://www.wikidata.org/entity/Q1041196,Finch station,Point(-79.414722222 43.780555555),http://www.wikidata.org/entity/Q16,Canada,Canada,Point(-109.0 56.0),Canada,ca
http://www.wikidata.org/entity/Q1042639,Scarborough Centre,Point(-79.2575 43.774444444),http://www.wikidata.org/entity/Q16,Canada,Canada,Point(-109.0 56.0),Canada,ca
http://www.wikidata.org/entity/Q104528220,Höchst Bahnhof,Point(8.541416666 50.101833333),http://www.wikidata.org/entity/Q183,Germany,Germany,Point(10.0 51.0),Deutschland,de
http://www.wikidata.org/entity/Q105398689,Tangkak Town Bus and Taxi Stop,Point(102.541166666 2.268305555),http://www.wikidata.org/entity/Q833,Malaysia,Malaysia,Point(108.0 3.0),Indonesia,id
http://www.wikidata.org/entity/Q105399248,Benut Bus Terminal,Point(103.259444444 1.63875),http://www.wikidata.org/entity/Q833,Malaysia,Malaysia,Point(108.0 3.0),Indonesia,id
http://www.wikidata.org/entity/Q105623817,Mobile Bus Station,Point(-88.10118 30.67054),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q105652731,Hawthorne Intermodal Center,Point(-121.301144 44.0580214),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q105652914,Astoria Transit Center,Point(-123.83329 46.19021),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q105825479,Braga bus station,Point(-8.4261954 41.5553276),http://www.wikidata.org/entity/Q45,Portugal,Portugal,Point(-9.183333333 38.7),Portugal,pt
http://www.wikidata.org/entity/Q106095796,Terminal Rodoviário de Jequié,Point(-40.089078017 -13.861277627),http://www.wikidata.org/entity/Q155,Brazil,Brazil,Point(-53.0 -14.0),Brasil,br
